ID;Time;A_sim;Type
982;67.02414573;0.07417774;f2
982;157.7806094;0.000279551;f2
983;2.758601704;1.531772046;f2
983;17.65942715;0.491054826;f2
983;44.13473094;0.063165818;f2
983;67.12957258;0.009816063;f2
983;166.4204129;5.23E-06;f2
984;2.358620583;1.933348215;f2
984;18.89169306;0.939390107;f2
984;41.6953559;0.286333283;f2
984;65.45103047;0.065163548;f2
984;173.2255961;0.00035388;f2
985;4.649224674;0.991073038;f2
985;17.17018073;0.332079779;f2
985;43.53882551;0.057219098;f2
985;65.12569333;0.012740742;f2
985;140.9515663;4.57E-05;f2
986;1.469444492;1.851678468;f2
986;18.42863666;0.378672821;f2
986;42.54414068;0.028086951;f2
986;68.17772001;0.001618607;f2
986;141.4896751;8.03E-07;f2
987;1.570154369;0.807799328;f2
987;19.97984764;0.139629063;f2
987;43.04590581;0.012894917;f2
987;66.61511432;0.001180485;f2
987;137.6221055;9.72E-07;f2
988;2.772654045;0.98434296;f2
988;18.91814012;0.50016395;f2
988;43.81811151;0.115582536;f2
988;66.08152719;0.037101438;f2
988;149.0010456;0.000346224;f2
989;3.723504215;1.245505581;f2
989;19.36134819;0.40380238;f2
989;43.50428764;0.062908167;f2
989;66.29132269;0.012630044;f2
989;187.9333065;1.96E-06;f2
990;2.66667715;3.041546327;f2
990;18.36663943;1.452296524;f2
990;43.44846479;0.585929185;f2
990;66.9890206;0.168741768;f2
990;190.120595;0.001028455;f2
991;0.328721558;1.733272455;f2
991;19.22273557;0.436322899;f2
991;43.33194217;0.071751552;f2
991;67.72715543;0.010747994;f2
991;168.2559955;4.27E-06;f2
992;0.616018565;3.053969382;f2
992;17.39755872;0.743470597;f2
992;41.87271927;0.071799731;f2
992;66.61154401;0.007215482;f2
992;147.3345584;4.49E-06;f2
993;1.300299413;1.541209648;f2
993;18.3930731;0.497624038;f2
993;40.59251321;0.094870042;f2
993;64.95838822;0.020067446;f2
993;158.6073845;2.20E-05;f2
994;1.731615527;0.541970643;f2
994;19.12841585;0.322817236;f2
994;43.70039714;0.161848439;f2
994;65.04563218;0.086996777;f2
994;179.7500383;0.003008695;f2
995;1.639781623;0.730871819;f2
995;18.88715502;0.088391452;f2
995;43.41381495;0.003687561;f2
995;66.47967427;0.000163894;f2
995;162.4901988;4.97E-10;f2
996;1.439201179;6.345885369;f2
996;19.07137624;1.157688102;f2
996;44.13396613;0.164204452;f2
996;67.72156927;0.016945861;f2
996;174.2467339;2.85E-06;f2
997;1.684772498;0.725407749;f2
997;18.42102178;0.140928861;f2
997;41.74286021;0.013748738;f2
997;66.98633736;0.001075863;f2
997;134.4097827;1.07E-06;f2
998;1.344446038;1.073301165;f2
998;18.02195966;0.462447257;f2
998;40.36501471;0.112386072;f2
998;68.53384365;0.018083171;f2
998;235.2500497;6.47E-07;f2
999;3.931886046;1.739585272;f2
999;18.21725701;0.738684091;f2
999;43.34260828;0.272749257;f2
999;65.51775397;0.098881483;f2
999;112.2636053;0.012615536;f2
1000;1.725250592;0.892842864;f2
1000;17.72172548;0.576326088;f2
1000;42.52988454;0.292243235;f2
1000;66.70869735;0.119022614;f2
1000;159.0335607;0.007794704;f2
1001;2.230585526;0.025956904;f3
1001;17.9124611;0.059253097;f3
1001;41.51768692;0.024675165;f3
1001;67.48249499;0.005006425;f3
1001;176.2880283;1.98E-06;f3
1002;0.925683897;0.061533229;f3
1002;19.65602539;0.449292607;f3
1002;42.38610207;0.293359814;f3
1002;64.85157954;0.115421215;f3
1002;196.1160753;0.001445829;f3
1003;0.4863717;0.017549162;f3
1003;19.59047055;0.097903403;f3
1003;41.51164599;0.020293547;f3
1003;66.62459369;0.003119751;f3
1003;170.1320676;2.98E-07;f3
1004;0.979892949;0.086673903;f3
1004;18.03591658;0.734568867;f3
1004;42.93104862;0.5623745;f3
1004;67.05082781;0.310787206;f3
1004;140.7553942;0.034087494;f3
1005;1.765464196;0.115845198;f3
1005;20.18537008;0.528659206;f3
1005;42.16023702;0.337467216;f3
1005;66.21670525;0.141067093;f3
1005;163.0167645;0.005126998;f3
1006;1.117638543;0.036540452;f3
1006;18.42829131;0.096968199;f3
1006;41.71490567;0.023934893;f3
1006;66.71298986;0.003288482;f3
1006;142.1800178;3.19E-06;f3
1007;4.118487197;0.810652452;f3
1007;17.7949046;1.253822077;f3
1007;40.23637206;0.784127082;f3
1007;65.42102841;0.367216121;f3
1007;179.0528611;0.012464604;f3
1008;2.752844137;0.080703203;f3
1008;17.69968317;0.082974812;f3
1008;43.36933022;0.010957951;f3
1008;65.48246312;0.00100599;f3
1008;163.0330422;3.36E-08;f3
1009;0.265081281;0.022148483;f3
1009;18.62460308;0.335646324;f3
1009;41.28985605;0.081878705;f3
1009;66.12457259;0.012489841;f3
1009;163.285946;6.42E-06;f3
1010;1.639175813;0.038102148;f3
1010;18.90430112;0.111591832;f3
1010;42.75974511;0.029268886;f3
1010;66.7928448;0.006954941;f3
1010;173.6081008;3.46E-06;f3
1011;0.624603622;0.023892021;f3
1011;19.35625085;0.184468867;f3
1011;41.48530503;0.078258081;f3
1011;65.60297457;0.025050039;f3
1011;191.4884516;3.89E-05;f3
1012;1.457050826;0.144864197;f3
1012;17.46629619;0.548961687;f3
1012;43.77766631;0.282197491;f3
1012;66.7376013;0.098563513;f3
1012;155.6349471;0.001099441;f3
1013;1.702190861;0.101270325;f3
1013;19.14568772;0.204490331;f3
1013;43.88313532;0.056825494;f3
1013;64.82443633;0.015972928;f3
1013;133.2490439;0.000241137;f3
1014;0.764472792;0.038971519;f3
1014;18.07507988;0.480737982;f3
1014;42.86922974;0.241058983;f3
1014;66.76793299;0.15313298;f3
1014;127.6609641;0.025501905;f3
1015;1.666234583;0.031909233;f3
1015;18.00404826;0.05074559;f3
1015;42.96271108;0.007764464;f3
1015;65.84084172;0.000821965;f3
1015;161.9583786;4.40E-08;f3
1016;1.280647693;0.134065592;f3
1016;18.0199004;0.419430825;f3
1016;41.52305648;0.094111613;f3
1016;67.486033;0.016309728;f3
1016;145.9084529;8.54E-05;f3
1017;3.185457748;0.15522689;f3
1017;20.45964513;0.267499404;f3
1017;42.71362494;0.07095577;f3
1017;66.637128;0.015893261;f3
1017;210.1034563;8.40E-07;f3
1018;0.536494843;0.008813621;f3
1018;18.56158992;0.05948732;f3
1018;43.12553695;0.013873523;f3
1018;65.23338025;0.003024179;f3
1018;183.9172921;3.62E-07;f3
1019;2.217978225;0.035325921;f3
1019;17.22184912;0.080506492;f3
1019;44.09376998;0.020687599;f3
1019;65.47458861;0.004712745;f3
1019;119.503786;8.05E-05;f3
1020;1.498128521;0.360473126;f3
1020;17.60164418;0.820556951;f3
1020;41.72979805;0.376387248;f3
1020;67.54731735;0.104797204;f3
1020;150.8554601;0.002873868;f3
1021;2.503558245;0.105933239;f3
1021;18.59905888;0.371500713;f3
1021;41.77322943;0.362094692;f3
1021;67.14845378;0.235817131;f3
1021;152.2476753;0.041199211;f3
1022;1.822654276;0.138208431;f3
1022;17.91570776;0.202502746;f3
1022;41.44231827;0.026630385;f3
1022;65.52458084;0.003175944;f3
1022;125.6817986;1.30E-05;f3
1023;0.743711466;0.011568905;f3
1023;18.1835558;0.109667732;f3
1023;42.81003485;0.053884286;f3
1023;64.54210345;0.024392185;f3
1023;167.3122609;0.00019366;f3
1024;2.035029778;0.093755283;f3
1024;18.20125896;0.226964543;f3
1024;42.73062168;0.057936054;f3
1024;64.75846986;0.014844696;f3
1024;144.8256855;7.40E-05;f3
1025;0.629613931;0.003745397;f3
1025;18.36163814;0.025383127;f3
1025;42.41195544;0.008947266;f3
1025;65.60019263;0.00222025;f3
1025;180.4334397;7.61E-07;f3
1026;1.899354086;0.414829685;f3
1026;18.05558204;1.195394725;f3
1026;42.79314268;0.581937345;f3
1026;64.28655407;0.307624531;f3
1026;187.3623609;0.002891722;f3
1027;1.349530459;0.07636144;f3
1027;19.50900121;0.258010841;f3
1027;42.29349136;0.155265454;f3
1027;66.00569825;0.064971189;f3
1027;149.3277224;0.001851016;f3
1028;1.744142807;0.101477755;f3
1028;18.65117453;0.35490932;f3
1028;43.95997941;0.198195353;f3
1028;65.71084297;0.068218807;f3
1028;135.551809;0.003252328;f3
1029;0.982160107;0.12098496;f3
1029;19.09793269;0.428823362;f3
1029;43.35106079;0.137611281;f3
1029;65.14046586;0.028485888;f3
1029;158.3755878;4.45E-05;f3
1030;1.892895025;0.047994356;f3
1030;17.01431715;0.083859065;f3
1030;43.75594435;0.012008435;f3
1030;66.44838104;0.001985888;f3
1030;204.8711969;3.40E-09;f3
1031;2.264462524;0.125482475;f3
1031;18.08852882;0.227833534;f3
1031;42.57700309;0.065163562;f3
1031;66.06884573;0.01347792;f3
1031;145.4069921;5.56E-05;f3
1032;2.3530586;0.108507828;f3
1032;19.63220461;0.282089953;f3
1032;42.78420033;0.077855771;f3
1032;67.73614376;0.022128895;f3
1032;150.9754975;8.32E-05;f3
1033;1.736809993;0.015673556;f3
1033;18.63524498;0.053095597;f3
1033;42.86527015;0.02904733;f3
1033;65.60413596;0.011738468;f3
1033;149.7781518;0.000206;f3
1034;0.615263973;0.033231014;f3
1034;19.6436857;0.338856813;f3
1034;42.25118068;0.151480573;f3
1034;65.85695325;0.074094119;f3
1034;183.3194285;0.000451011;f3
1035;2.327328601;0.276081604;f3
1035;18.35663618;0.907579131;f3
1035;43.09658477;0.408739083;f3
1035;65.51378626;0.175873564;f3
1035;155.9287075;0.004379141;f3
1036;1.576548042;0.036504796;f3
1036;18.9021718;0.167941761;f3
1036;41.63774327;0.142691409;f3
1036;65.96322884;0.063424905;f3
1036;111.9577488;0.014740386;f3
1037;1.606712978;0.08082609;f3
1037;19.15314878;0.4106026;f3
1037;41.28505959;0.204818214;f3
1037;66.00292398;0.170306315;f3
1037;155.54128;0.027302898;f3
1038;2.109329982;0.229115287;f3
1038;19.32307633;0.491881887;f3
1038;41.85285098;0.182342538;f3
1038;66.6108271;0.043150076;f3
1038;201.9825447;1.45E-05;f3
1039;2.057527151;0.062967186;f3
1039;18.242127;0.175031867;f3
1039;42.25015029;0.099692386;f3
1039;66.3089753;0.035328006;f3
1039;129.1944452;0.00183323;f3
1040;0.698130088;0.011081975;f3
1040;19.69105353;0.07123884;f3
1040;42.61400718;0.023222876;f3
1040;64.76771267;0.004566761;f3
1040;182.8242148;9.02E-07;f3
1041;1.187906214;0.012109191;f3
1041;19.68200997;0.01752542;f3
1041;41.21658828;0.002451358;f3
1041;66.15176301;0.000137316;f3
1041;172.1264972;4.42E-10;f3
1042;2.136763471;0.039073691;f3
1042;19.25792468;0.081774171;f3
1042;44.1592571;0.023724758;f3
1042;65.54640506;0.00634949;f3
1042;166.7573118;3.74E-06;f3
1043;1.821549197;0.022919082;f3
1043;19.89797063;0.086103381;f3
1043;42.36319218;0.044504493;f3
1043;65.55797718;0.018071559;f3
1043;185.110518;5.28E-05;f3
1044;2.17375411;0.187282103;f3
1044;18.72236121;0.724955752;f3
1044;43.79738612;0.371304704;f3
1044;64.38233038;0.187034177;f3
1044;168.7775597;0.005398669;f3
1045;2.327539783;0.179672387;f3
1045;17.70017165;0.386400528;f3
1045;42.75533798;0.099104392;f3
1045;67.28021843;0.022744574;f3
1045;134.9493654;0.000199159;f3
1046;1.352678103;0.141143163;f3
1046;17.17484918;0.58314408;f3
1046;42.21637245;0.297773471;f3
1046;64.55852298;0.132899431;f3
1046;166.0424038;0.002983909;f3
1047;0.352841869;0.022531334;f3
1047;18.64346616;0.357314;f3
1047;42.53683104;0.246714989;f3
1047;67.68183083;0.121451083;f3
1047;165.1011664;0.003599702;f3
1048;1.287878894;0.052358164;f3
1048;20.11067165;0.201908099;f3
1048;41.28909376;0.121338745;f3
1048;66.37936772;0.049126073;f3
1048;179.2973988;0.00030257;f3
1049;1.541865411;0.042860759;f3
1049;18.66381251;0.159885157;f3
1049;43.53214587;0.049320953;f3
1049;66.14515498;0.016214355;f3
1049;135.5976423;0.000239931;f3
1050;2.625225806;0.118651918;f3
1050;17.0757331;0.16606812;f3
1050;40.40205977;0.048000757;f3
1050;65.79179486;0.008622279;f3
1050;218.7064506;4.03E-08;f3
1051;1.797456697;0.149758832;f3
1051;18.27106111;0.521648869;f3
1051;41.23673998;0.39978095;f3
1051;66.56233172;0.237123991;f3
1051;191.342896;0.006993687;f3
1052;1.20655726;0.016221311;f3
1052;20.1667366;0.067150279;f3
1052;42.9323387;0.033291365;f3
1052;66.64400709;0.010251121;f3
1052;168.4030865;2.88E-05;f3
1053;0.58117967;0.01072764;f3
1053;18.66519222;0.115249912;f3
1053;42.73078602;0.054589092;f3
1053;66.22577497;0.018391886;f3
1053;166.087129;5.57E-05;f3
1054;2.843721588;0.237303616;f3
1054;19.22868005;0.40898799;f3
1054;41.83926386;0.206841824;f3
1054;65.34941641;0.079345721;f3
1054;174.2119742;0.000457084;f3
1055;1.755430556;0.133018715;f3
1055;19.54138847;0.460740358;f3
1055;40.83647066;0.206298796;f3
1055;67.69934887;0.076601218;f3
1055;144.9337666;0.003948797;f3
1056;2.868635516;0.142548747;f3
1056;18.71012959;0.177343045;f3
1056;42.52213563;0.037559948;f3
1056;65.8148699;0.005528878;f3
1056;144.1389631;9.00E-06;f3
1057;1.999621174;0.196584685;f3
1057;17.4736578;0.529161645;f3
1057;42.45432033;0.203680657;f3
1057;67.58672649;0.052566761;f3
1057;145.0226966;0.001477238;f3
1058;2.768922232;0.046471783;f3
1058;18.311745;0.081281951;f3
1058;43.17346019;0.030027413;f3
1058;64.56231306;0.007661712;f3
1058;152.0854017;1.33E-05;f3
1059;2.177599292;0.028842613;f3
1059;19.50680742;0.083785129;f3
1059;42.31650644;0.023809218;f3
1059;66.37807317;0.00531954;f3
1059;130.165931;4.71E-05;f3
1060;2.214197629;0.026737726;f3
1060;19.81979409;0.066798613;f3
1060;42.16448197;0.036525179;f3
1060;66.13544633;0.012576181;f3
1060;114.6121321;0.000936289;f3
1061;1.929099899;0.370759042;f3
1061;19.50536209;1.367190607;f3
1061;42.71197941;0.614330606;f3
1061;67.12277213;0.270281749;f3
1061;132.3488721;0.023573977;f3
1062;2.005354325;0.083805259;f3
1062;18.14116454;0.321971406;f3
1062;43.0056343;0.181439572;f3
1062;66.37316763;0.076167625;f3
1062;185.8871011;0.000450093;f3
1063;1.684379931;0.219971454;f3
1063;17.13702904;0.68945545;f3
1063;42.9583035;0.3404128;f3
1063;66.12773122;0.153448851;f3
1063;149.6006206;0.006392811;f3
1064;2.573654409;0.1663222;f3
1064;19.14046277;0.34956648;f3
1064;40.79332077;0.132734681;f3
1064;68.93727991;0.040084906;f3
1064;133.7161806;0.00136875;f3
1065;3.165133558;0.269954453;f3
1065;18.37701345;0.628876208;f3
1065;41.40683913;0.511858152;f3
1065;68.45705611;0.33580139;f3
1065;187.403497;0.026422753;f3
1066;1.837456154;0.051822387;f3
1066;20.26472998;0.166960663;f3
1066;42.61967248;0.086720471;f3
1066;66.43704046;0.031425973;f3
1066;175.0650143;0.000192057;f3
1067;1.884510264;0.09048557;f3
1067;17.77019015;0.316760508;f3
1067;41.915387;0.155993988;f3
1067;66.03567436;0.06356434;f3
1067;188.0959329;0.000481807;f3
1068;1.903654199;0.01537106;f3
1068;17.8323663;0.023136115;f3
1068;41.73313327;0.004119144;f3
1068;66.3561732;0.000455062;f3
1068;138.3767974;3.14E-07;f3
1069;1.584905326;0.17838576;f3
1069;18.11166024;0.679481607;f3
1069;40.62275092;0.299204561;f3
1069;67.38936915;0.08951563;f3
1069;198.3042818;0.000227846;f3
1070;1.076775757;0.030786369;f3
1070;17.98518761;0.116955256;f3
1070;42.51093676;0.034884894;f3
1070;66.05953181;0.006818668;f3
1070;173.9048852;1.62E-06;f3
1071;2.445183539;0.085873042;f3
1071;19.29626297;0.160594635;f3
1071;40.57837228;0.064416587;f3
1071;65.55140876;0.018752299;f3
1071;153.2380778;9.37E-05;f3
1072;1.951341121;0.050539622;f3
1072;18.80220957;0.131540329;f3
1072;42.31439797;0.050087389;f3
1072;67.84909906;0.01059223;f3
1072;186.5066269;3.61E-06;f3
1073;1.171980428;0.057716009;f3
1073;18.25294465;0.231040747;f3
1073;42.60808016;0.091340954;f3
1073;65.46023453;0.023023699;f3
1073;157.6965539;8.33E-05;f3
1074;2.636354645;0.066853396;f3
1074;20.42401794;0.167219104;f3
1074;43.18637294;0.082975736;f3
1074;65.51864741;0.033101539;f3
1074;149.8879369;0.000451343;f3
1075;0.597033322;0.004328937;f3
1075;18.25345835;0.031661371;f3
1075;41.87547616;0.011436006;f3
1075;66.65752892;0.002805541;f3
1075;123.9631008;5.70E-05;f3
1076;2.130574854;0.211600692;f3
1076;17.66494461;0.517268318;f3
1076;43.1618784;0.193382796;f3
1076;66.4678625;0.069595015;f3
1076;216.9104649;3.51E-05;f3
1077;0.443322869;0.014755922;f3
1077;21.11205313;0.088685689;f3
1077;43.68697125;0.01827805;f3
1077;65.79642036;0.002965642;f3
1077;136.6317544;7.44E-06;f3
1078;1.226199547;0.055660958;f3
1078;20.34894461;0.267056987;f3
1078;42.37437914;0.126697798;f3
1078;66.23833856;0.04332087;f3
1078;157.3865049;0.000271467;f3
1079;1.639667427;0.210343609;f3
1079;19.61601323;0.44525472;f3
1079;42.13573672;0.186911939;f3
1079;66.61629852;0.058440387;f3
1079;160.818017;0.000818414;f3
1080;2.529682352;0.619618269;f3
1080;18.26915796;1.210539896;f3
1080;41.70134524;0.68886087;f3
1080;66.65790924;0.316877076;f3
1080;126.2708451;0.042290256;f3
1081;1.945584086;0.413472177;f3
1081;18.86242649;0.803570478;f3
1081;43.72320633;0.360814309;f3
1081;66.0993394;0.124881162;f3
1081;182.1414936;0.001159586;f3
1082;3.072415432;0.557346723;f3
1082;18.9245671;1.36734855;f3
1082;42.50051219;0.790941312;f3
1082;65.29716208;0.378661459;f3
1082;149.7536524;0.02176049;f3
1083;3.069305894;0.439780019;f3
1083;19.03644018;1.004904641;f3
1083;42.69180228;0.555697102;f3
1083;65.59700306;0.283414671;f3
1083;153.8436638;0.017894377;f3
1084;1.962440095;0.108658714;f3
1084;17.46918019;0.349335347;f3
1084;42.76769715;0.15124163;f3
1084;66.93067427;0.069317467;f3
1084;152.6163252;0.001728732;f3
1085;1.736987731;0.136119453;f3
1085;17.55716977;0.236003812;f3
1085;42.02728686;0.040025973;f3
1085;65.72827618;0.004525832;f3
1085;138.1109784;5.48E-06;f3
1086;1.81708458;0.197725451;f3
1086;19.4279317;0.751313371;f3
1086;42.55304817;0.32260326;f3
1086;66.67599489;0.110895868;f3
1086;191.0853975;0.000414163;f3
1087;2.943782731;0.180051247;f3
1087;18.38120648;0.269329568;f3
1087;44.67445492;0.064303227;f3
1087;66.09669229;0.015117841;f3
1087;172.1362518;1.51E-05;f3
1088;3.311288683;0.061001387;f3
1088;18.93771952;0.175577978;f3
1088;44.5545819;0.094450356;f3
1088;66.39836132;0.03967839;f3
1088;156.8869752;0.000859947;f3
1089;1.557268914;0.077871023;f3
1089;19.22235217;0.138843106;f3
1089;43.75348857;0.02376676;f3
1089;67.883508;0.004532113;f3
1089;160.712666;4.74E-06;f3
1090;1.450392669;0.068200144;f3
1090;19.64045615;0.329307216;f3
1090;44.47470576;0.169700193;f3
1090;66.16093019;0.085296407;f3
1090;169.0839488;0.002027757;f3
1091;0.395455237;0.014249723;f3
1091;17.87221828;0.126236574;f3
1091;43.45476133;0.019484423;f3
1091;65.27764808;0.003495105;f3
1091;180.6643102;1.04E-07;f3
1092;2.326240112;0.0019956;f3
1092;20.22122717;0.005388223;f3
1092;41.69193098;0.002479821;f3
1092;65.37978983;0.000770203;f3
1092;137.6412861;1.03E-05;f3
1093;2.885918635;0.015887053;f3
1093;17.91148296;0.021719963;f3
1093;43.93772438;0.007475962;f3
1093;68.12075357;0.001619832;f3
1093;177.203851;6.41E-07;f3
1094;2.676533314;0.274693326;f3
1094;19.54272441;0.560982536;f3
1094;42.22747161;0.148754969;f3
1094;66.73116332;0.046069425;f3
1094;105.4062684;0.004987317;f3
1095;1.675187239;0.06853411;f3
1095;19.32668422;0.171659708;f3
1095;43.16711576;0.069541744;f3
1095;65.60354667;0.02286822;f3
1095;169.790579;0.000122496;f3
1096;1.109675179;0.068694899;f3
1096;21.070615;0.348680689;f3
1096;41.06714443;0.140250202;f3
1096;66.69014302;0.031700928;f3
1096;181.3255053;3.36E-05;f3
1097;2.761665541;0.124409859;f3
1097;19.07431087;0.082570896;f3
1097;40.90152144;0.006906813;f3
1097;67.51016738;0.000268567;f3
1097;152.7349554;8.03E-09;f3
1098;2.151408293;0.315754527;f3
1098;18.32123015;1.048248589;f3
1098;43.09443579;0.530171884;f3
1098;64.88863443;0.25106443;f3
1098;118.2708807;0.04828124;f3
1099;1.810557998;0.054728858;f3
1099;18.59945646;0.174239361;f3
1099;44.06139996;0.080646293;f3
1099;68.28074114;0.026511967;f3
1099;117.4368374;0.002221508;f3
1100;1.79707327;0.066265118;f3
1100;19.55463866;0.132998917;f3
1100;42.83336683;0.030760942;f3
1100;64.59435997;0.009281014;f3
1100;180.5502954;1.80E-06;f3
1101;3.747050999;0.155523672;f3
1101;18.59292977;0.270252762;f3
1101;40.96564729;0.131471115;f3
1101;67.25718501;0.041946432;f3
1101;173.6740171;0.000118702;f3
1102;1.050881912;0.103967251;f3
1102;18.59541955;0.276575268;f3
1102;43.04010722;0.079729554;f3
1102;67.34664972;0.014729529;f3
1102;160.798439;2.59E-05;f3
1103;2.019436759;0.045537718;f3
1103;18.94996404;0.159160039;f3
1103;43.96534205;0.086863154;f3
1103;67.03837144;0.030691542;f3
1103;180.4193891;9.62E-05;f3
1104;1.335159427;0.354146059;f3
1104;17.08085501;1.248820107;f3
1104;42.61138903;0.459453838;f3
1104;66.52332462;0.195101356;f3
1104;133.2080315;0.016674804;f3
1105;0.824452275;0.07568516;f3
1105;18.8705471;0.242195878;f3
1105;40.12853699;0.042778947;f3
1105;66.25168468;0.004419062;f3
1105;189.6427685;5.96E-08;f3
1106;2.375793863;0.099574826;f3
1106;18.12034904;0.256704118;f3
1106;42.3901004;0.124908962;f3
1106;66.35072555;0.048513126;f3
1106;149.8837337;0.001276457;f3
1107;2.813316777;0.100319848;f3
1107;19.33391204;0.264254966;f3
1107;41.80811864;0.136593324;f3
1107;67.40105157;0.052729373;f3
1107;125.1135221;0.00363071;f3
1108;2.315713853;0.321953974;f3
1108;19.90017112;1.282732217;f3
1108;42.76805;0.748167579;f3
1108;65.89582151;0.507376761;f3
1108;173.4304025;0.022378075;f3
1109;3.270530395;0.018558039;f3
1109;20.90405995;0.022299019;f3
1109;41.88800757;0.00441709;f3
1109;67.94100828;0.00072501;f3
1109;155.5248656;3.11E-07;f3
1110;1.745794334;0.005029783;f3
1110;18.56095366;0.018569364;f3
1110;43.34564383;0.010921335;f3
1110;65.61719507;0.004103485;f3
1110;156.1751238;3.76E-05;f3
1111;0.789541793;0.02043253;f3
1111;19.42854266;0.057953404;f3
1111;43.50143743;0.01202951;f3
1111;65.48843737;0.001641688;f3
1111;183.153707;1.77E-08;f3
1112;2.70915298;0.271949127;f3
1112;18.40320169;0.62875039;f3
1112;44.50029319;0.33889594;f3
1112;65.39881806;0.143818741;f3
1112;120.0113035;0.013603505;f3
1113;2.10320167;0.295837284;f3
1113;18.6135872;0.578473813;f3
1113;42.78335193;0.180397948;f3
1113;66.15336859;0.04677901;f3
1113;136.5800155;0.00084774;f3
1114;0.39580846;0.01122915;f3
1114;18.2532595;0.145306236;f3
1114;43.11520776;0.043480736;f3
1114;65.88833099;0.014597489;f3
1114;130.6570434;0.000344059;f3
1115;2.3959695;0.090804436;f3
1115;17.74418489;0.236433103;f3
1115;40.39860777;0.239261976;f3
1115;67.07162738;0.10464994;f3
1115;153.5949478;0.004568326;f3
1116;0.806893091;0.038534054;f3
1116;19.18130809;0.236236976;f3
1116;42.77661447;0.087996771;f3
1116;66.13838906;0.029436343;f3
1116;186.3333582;3.60E-05;f3
1117;1.601872162;0.054608501;f3
1117;19.80682131;0.243433713;f3
1117;44.73053168;0.155455516;f3
1117;65.57871068;0.082600388;f3
1117;194.4900423;0.001264212;f3
1118;2.101820563;0.038612735;f3
1118;17.88039261;0.146826097;f3
1118;43.18439187;0.078069178;f3
1118;65.94462039;0.033656403;f3
1118;195.4925034;9.48E-05;f3
1119;1.79443647;0.030195735;f3
1119;19.91452123;0.111844025;f3
1119;41.16739957;0.068676304;f3
1119;64.81858415;0.030553664;f3
1119;114.717016;0.003056791;f3
1120;0.409067521;0.020647815;f3
1120;16.17795509;0.277774113;f3
1120;42.23179087;0.107745009;f3
1120;66.43620371;0.029198983;f3
1120;194.3793697;1.59E-05;f3
1121;1.869725173;0.103563091;f3
1121;18.39925069;0.321325036;f3
1121;41.00060111;0.138157013;f3
1121;65.84687785;0.047649228;f3
1121;154.159305;0.000722312;f3
1122;2.683393525;0.171426245;f3
1122;18.63399417;0.285112609;f3
1122;42.43615528;0.049448481;f3
1122;65.65564679;0.010148034;f3
1122;151.7377485;8.95E-06;f3
1123;2.347576991;0.098075814;f3
1123;19.30297019;0.236951895;f3
1123;40.60479143;0.102680871;f3
1123;66.09107975;0.03646211;f3
1123;165.6717224;0.000124131;f3
1124;1.330244358;0.179299103;f3
1124;19.8399451;1.384875437;f3
1124;42.628292;1.204915431;f3
1124;65.28404253;0.976872698;f3
1124;168.1694395;0.124524966;f3
1125;2.131208904;0.112348727;f3
1125;18.34941382;0.305086585;f3
1125;41.97934195;0.184488444;f3
1125;67.09465246;0.070481263;f3
1125;119.5489135;0.007105703;f3
1126;1.858417807;0.17258429;f3
1126;16.97868328;0.421939924;f3
1126;42.2785828;0.186304148;f3
1126;66.74165745;0.058033406;f3
1126;172.8472085;0.000401507;f3
1127;1.460605625;0.136209496;f3
1127;17.06904617;0.387529154;f3
1127;41.05762473;0.179705542;f3
1127;65.95680602;0.049450765;f3
1127;192.2973692;0.000145172;f3
1128;1.045596284;0.090690875;f3
1128;18.0618598;0.633527257;f3
1128;42.70904209;0.429748869;f3
1128;66.16688515;0.203927196;f3
1128;127.9278879;0.026175224;f3
1129;1.824630118;0.04130784;f3
1129;18.93954208;0.116173394;f3
1129;42.87533842;0.03541186;f3
1129;65.4840261;0.007079669;f3
1129;187.1656845;1.01E-06;f3
1130;1.518112031;0.105894874;f3
1130;18.80693995;0.438932707;f3
1130;42.37303763;0.279902095;f3
1130;66.17551936;0.157857728;f3
1130;178.5004283;0.00401812;f3
1131;2.643875231;0.063754059;f3
1131;18.74295765;0.146997307;f3
1131;41.61286157;0.059190019;f3
1131;65.21451301;0.018243131;f3
1131;188.876557;1.29E-05;f3
1132;0.899956334;0.006163897;f3
1132;17.10137639;0.044993904;f3
1132;42.30799798;0.021518364;f3
1132;66.97466317;0.006686123;f3
1132;186.4158691;8.42E-06;f3
1133;1.107102031;0.064772491;f3
1133;20.21314243;0.358313171;f3
1133;43.1490921;0.220680885;f3
1133;67.56079655;0.126928456;f3
1133;166.1632493;0.009552938;f3
1134;1.65000498;0.019691821;f3
1134;18.27007472;0.021871424;f3
1134;43.97101217;0.001490918;f3
1134;65.79769715;0.000116351;f3
1134;169.4815436;1.80E-10;f3
1135;2.486918557;0.061187777;f3
1135;19.66663363;0.082077356;f3
1135;42.67825098;0.025306163;f3
1135;64.50788899;0.005728333;f3
1135;131.289763;3.59E-05;f3
1136;1.941789123;0.183581018;f3
1136;18.09577924;0.778601247;f3
1136;43.25198454;0.540496114;f3
1136;65.50463987;0.372298109;f3
1136;106.3884686;0.142183909;f3
1137;1.356118467;0.095583478;f3
1137;19.33768429;0.62309996;f3
1137;42.41731693;0.482573147;f3
1137;67.06509217;0.329459414;f3
1137;142.3005489;0.064530317;f3
1138;2.154701228;0.016558365;f3
1138;18.0877298;0.068208513;f3
